vehicle_id,make,model,engine_type,battery_kwh,max_charge_kw,model_year
EV002121,Vantor,Arc,BEV,64,135,2021
EV002122,Vantor,Arc,BEV,64,135,2026
EV002123,Marden,Ridge,BEV,82,175,2021
EV002124,Marden,Ridge XL,BEV,105,250,2019
EV002125,Aurex,Lumen PHV,PHEV,14,7,2026
EV002126,Vantor,Arc,BEV,64,135,2025
EV002127,Selva,Corta,BEV,42,85,2025
EV002128,Vantor,Arc GT,BEV,91,220,2024
EV002129,Marden,Ridge,BEV,82,175,2022
EV002130,Vantor,Arc,BEV,64,135,2019
EV002131,Marden,Ridge XL,BEV,105,250,2022
EV002132,Marden,Ridge,BEV,82,175,2024
EV002133,Aurex,Lumen LR,BEV,77,150,2021
EV002134,Vantor,Arc,BEV,64,135,2021
EV002135,Vantor,Arc GT,BEV,91,220,2026
EV002136,Vantor,Arc PHV,PHEV,11,7,2023
EV002137,Selva,Corta,BEV,42,85,2021
EV002138,Selva,Corta+,BEV,52,100,2023
EV002139,Vantor,Arc PHV,PHEV,11,7,2026
EV002140,Vantor,Arc GT,BEV,91,220,2024
EV002141,Selva,Corta PHV,PHEV,9,4,2023
EV002142,Vantor,Arc,BEV,64,135,2022
EV002143,Aurex,Lumen,BEV,58,120,2025
EV002144,Aurex,Lumen,BEV,58,120,2024
EV002145,Marden,Ridge,BEV,82,175,2025
EV002146,Vantor,Arc GT,BEV,91,220,2020
EV002147,Marden,Ridge XL,BEV,105,250,2023
EV002148,Selva,Corta,BEV,42,85,2019
EV002149,Marden,Ridge,BEV,82,175,2024
EV002150,Vantor,Arc GT,BEV,91,220,2024
EV002151,Selva,Corta+,BEV,52,100,2020
EV002152,Marden,Ridge,BEV,82,175,2026
EV002153,Vantor,Arc GT,BEV,91,220,2024
EV002154,Selva,Corta,BEV,42,85,2019
EV002155,Marden,Ridge XL,BEV,105,250,2026
EV002156,Vantor,Arc PHV,PHEV,11,7,2026
EV002157,Vantor,Arc GT,BEV,91,220,2019
EV002158,Aurex,Lumen,BEV,58,120,2022
EV002159,Marden,Ridge XL,BEV,105,250,2024
EV002160,Selva,Corta,BEV,42,85,2024
EV002161,Marden,Ridge PHV,PHEV,18,7,2023
EV002162,Marden,Ridge XL,BEV,105,250,2021
EV002163,Vantor,Arc GT,BEV,91,220,2026
EV002164,Marden,Ridge XL,BEV,105,250,2024
EV002165,Selva,Corta+,BEV,52,100,2020
EV002166,Marden,Ridge,BEV,82,175,2022
EV002167,Aurex,Lumen PHV,PHEV,14,7,2019
EV002168,Selva,Corta+,BEV,52,100,2025
EV002169,Selva,Corta PHV,PHEV,9,4,2019
EV002170,Vantor,Arc GT,BEV,91,220,2021
EV002171,Vantor,Arc GT,BEV,91,220,2020
EV002172,Selva,Corta+,BEV,52,100,2021
EV002173,Vantor,Arc GT,BEV,91,220,2022
EV002174,Marden,Ridge,BEV,82,175,2024
EV002175,Selva,Corta,BEV,42,85,2020
EV002176,Marden,Ridge,BEV,82,175,2019
EV002177,Marden,Ridge XL,BEV,105,250,2019
EV002178,Selva,Corta+,BEV,52,100,2026
EV002179,Vantor,Arc PHV,PHEV,11,7,2020
EV002180,Marden,Ridge XL,BEV,105,250,2023
EV002181,Marden,Ridge XL,BEV,105,250,2026
EV002182,Aurex,Lumen,BEV,58,120,2026
EV002183,Aurex,Lumen,BEV,58,120,2022
EV002184,Selva,Corta+,BEV,52,100,2020
EV002185,Vantor,Arc GT,BEV,91,220,2024
EV002186,Aurex,Lumen PHV,PHEV,14,7,2024
EV002187,Vantor,Arc GT,BEV,91,220,2023
EV002188,Marden,Ridge,BEV,82,175,2020
EV002189,Vantor,Arc,BEV,64,135,2026
EV002190,Selva,Corta+,BEV,52,100,2019
EV002191,Aurex,Lumen PHV,PHEV,14,7,2022
EV002192,Marden,Ridge XL,BEV,105,250,2022
EV002193,Vantor,Arc GT,BEV,91,220,2023
EV002194,Selva,Corta,BEV,42,85,2022
EV002195,Selva,Corta,BEV,42,85,2022
EV002196,Vantor,Arc GT,BEV,91,220,2023
EV002197,Selva,Corta,BEV,42,85,2021
EV002198,Selva,Corta PHV,PHEV,9,4,2022
EV002199,Aurex,Lumen PHV,PHEV,14,7,2024
EV002200,Vantor,Arc,BEV,64,135,2020
EV002201,Marden,Ridge,BEV,82,175,2025
EV002202,Selva,Corta PHV,PHEV,9,4,2024
EV002203,Vantor,Arc GT,BEV,91,220,2024
EV002204,Marden,Ridge XL,BEV,105,250,2021
EV002205,Marden,Ridge XL,BEV,105,250,2026
EV002206,Aurex,Lumen PHV,PHEV,14,7,2021
EV002207,Aurex,Lumen,BEV,58,120,2025
EV002208,Vantor,Arc PHV,PHEV,11,7,2025
EV002209,Marden,Ridge PHV,PHEV,18,7,2026
EV002210,Vantor,Arc,BEV,64,135,2024
EV002211,Selva,Corta+,BEV,52,100,2026
EV002212,Aurex,Lumen,BEV,58,120,2024
EV002213,Selva,Corta+,BEV,52,100,2022
EV002214,Marden,Ridge,BEV,82,175,2026
EV002215,Marden,Ridge,BEV,82,175,2023
EV002216,Marden,Ridge XL,BEV,105,250,2025
EV002217,Vantor,Arc,BEV,64,135,2019
EV002218,Aurex,Lumen LR,BEV,77,150,2020
EV002219,Marden,Ridge XL,BEV,105,250,2022
EV002220,Aurex,Lumen,BEV,58,120,2026
EV002221,Vantor,Arc,BEV,64,135,2022
EV002222,Vantor,Arc,BEV,64,135,2023
EV002223,Marden,Ridge XL,BEV,105,250,2020
EV002224,Selva,Corta,BEV,42,85,2023
EV002225,Marden,Ridge XL,BEV,105,250,2026
EV002226,Marden,Ridge,BEV,82,175,2021
EV002227,Marden,Ridge XL,BEV,105,250,2026
EV002228,Marden,Ridge XL,BEV,105,250,2022
EV002229,Aurex,Lumen PHV,PHEV,14,7,2023
EV002230,Vantor,Arc,BEV,64,135,2023
EV002231,Vantor,Arc GT,BEV,91,220,2025
EV002232,Selva,Corta+,BEV,52,100,2019
EV002233,Selva,Corta+,BEV,52,100,2019
EV002234,Marden,Ridge XL,BEV,105,250,2024
EV002235,Marden,Ridge XL,BEV,105,250,2022
EV002236,Vantor,Arc,BEV,64,135,2021
EV002237,Aurex,Lumen LR,BEV,77,150,2026
EV002238,Marden,Ridge,BEV,82,175,2024
EV002239,Marden,Ridge,BEV,82,175,2019
EV002240,Vantor,Arc,BEV,64,135,2024
EV002241,Aurex,Lumen,BEV,58,120,2023
EV002242,Aurex,Lumen,BEV,58,120,2023
EV002243,Vantor,Arc,BEV,64,135,2020
EV002244,Vantor,Arc,BEV,64,135,2019
EV002245,Aurex,Lumen LR,BEV,77,150,2022
EV002246,Aurex,Lumen,BEV,58,120,2023
EV002247,Aurex,Lumen LR,BEV,77,150,2024
EV002248,Vantor,Arc GT,BEV,91,220,2021
EV002249,Aurex,Lumen,BEV,58,120,2020
EV002250,Aurex,Lumen LR,BEV,77,150,2024
EV002251,Selva,Corta,BEV,42,85,2025
EV002252,Marden,Ridge XL,BEV,105,250,2024
EV002253,Aurex,Lumen PHV,PHEV,14,7,2020
EV002254,Vantor,Arc GT,BEV,91,220,2023
EV002255,Aurex,Lumen LR,BEV,77,150,2026
EV002256,Vantor,Arc,BEV,64,135,2024
EV002257,Marden,Ridge,BEV,82,175,2021
EV002258,Vantor,Arc GT,BEV,91,220,2020
EV002259,Selva,Corta+,BEV,52,100,2022
EV002260,Marden,Ridge,BEV,82,175,2025
EV002261,Marden,Ridge,BEV,82,175,2021
EV002262,Marden,Ridge XL,BEV,105,250,2026
EV002263,Aurex,Lumen,BEV,58,120,2023
EV002264,Vantor,Arc,BEV,64,135,2026
EV002265,Aurex,Lumen,BEV,58,120,2020
EV002266,Selva,Corta,BEV,42,85,2025
EV002267,Selva,Corta+,BEV,52,100,2020
EV002268,Vantor,Arc,BEV,64,135,2022
EV002269,Aurex,Lumen,BEV,58,120,2020
EV002270,Selva,Corta,BEV,42,85,2026
EV002271,Aurex,Lumen LR,BEV,77,150,2023
EV002272,Aurex,Lumen LR,BEV,77,150,2023
EV002273,Vantor,Arc GT,BEV,91,220,2019
EV002274,Selva,Corta PHV,PHEV,9,4,2020
EV002275,Vantor,Arc GT,BEV,91,220,2022
EV002276,Marden,Ridge,BEV,82,175,2023
EV002277,Vantor,Arc GT,BEV,91,220,2019
EV002278,Vantor,Arc GT,BEV,91,220,2025
EV002279,Aurex,Lumen LR,BEV,77,150,2023
EV002280,Aurex,Lumen LR,BEV,77,150,2024
EV002281,Marden,Ridge XL,BEV,105,250,2019
EV002282,Vantor,Arc GT,BEV,91,220,2025
EV002283,Vantor,Arc,BEV,64,135,2020
EV002284,Marden,Ridge PHV,PHEV,18,7,2019
EV002285,Aurex,Lumen PHV,PHEV,14,7,2023
EV002286,Vantor,Arc,BEV,64,135,2026
EV002287,Vantor,Arc GT,BEV,91,220,2026
EV002288,Selva,Corta+,BEV,52,100,2026
EV002289,Aurex,Lumen LR,BEV,77,150,2022
EV002290,Vantor,Arc GT,BEV,91,220,2023
EV002291,Vantor,Arc,BEV,64,135,2022
EV002292,Marden,Ridge XL,BEV,105,250,2026
EV002293,Aurex,Lumen,BEV,58,120,2026
EV002294,Marden,Ridge PHV,PHEV,18,7,2020
EV002295,Vantor,Arc,BEV,64,135,2023
EV002296,Vantor,Arc GT,BEV,91,220,2021
EV002297,Aurex,Lumen,BEV,58,120,2025
EV002298,Vantor,Arc PHV,PHEV,11,7,2020
EV002299,Marden,Ridge XL,BEV,105,250,2022
EV002300,Aurex,Lumen,BEV,58,120,2024
EV002301,Selva,Corta,BEV,42,85,2026
EV002302,Vantor,Arc GT,BEV,91,220,2026
EV002303,Selva,Corta+,BEV,52,100,2025
EV002304,Vantor,Arc GT,BEV,91,220,2026
EV002305,Selva,Corta PHV,PHEV,9,4,2019
EV002306,Vantor,Arc,BEV,64,135,2019
EV002307,Marden,Ridge XL,BEV,105,250,2022
EV002308,Vantor,Arc,BEV,64,135,2025
EV002309,Selva,Corta+,BEV,52,100,2019
EV002310,Vantor,Arc GT,BEV,91,220,2023
EV002311,Selva,Corta,BEV,42,85,2026
EV002312,Selva,Corta,BEV,42,85,2020
EV002313,Selva,Corta+,BEV,52,100,2022
EV002314,Aurex,Lumen,BEV,58,120,2026
EV002315,Aurex,Lumen,BEV,58,120,2024
EV002316,Marden,Ridge PHV,PHEV,18,7,2023
EV002317,Vantor,Arc,BEV,64,135,2019
EV002318,Vantor,Arc GT,BEV,91,220,2019
EV002319,Vantor,Arc,BEV,64,135,2022
EV002320,Selva,Corta+,BEV,52,100,2022
EV002321,Marden,Ridge PHV,PHEV,18,7,2019
EV002322,Vantor,Arc GT,BEV,91,220,2024
EV002323,Vantor,Arc,BEV,64,135,2026
EV002324,Vantor,Arc GT,BEV,91,220,2025
EV002325,Aurex,Lumen,BEV,58,120,2021
EV002326,Aurex,Lumen,BEV,58,120,2020
EV002327,Aurex,Lumen,BEV,58,120,2021
EV002328,Vantor,Arc,BEV,64,135,2023
EV002329,Marden,Ridge PHV,PHEV,18,7,2025
EV002330,Aurex,Lumen LR,BEV,77,150,2019
EV002331,Selva,Corta+,BEV,52,100,2023
EV002332,Aurex,Lumen LR,BEV,77,150,2026
EV002333,Aurex,Lumen,BEV,58,120,2023
EV002334,Marden,Ridge XL,BEV,105,250,2019
EV002335,Aurex,Lumen LR,BEV,77,150,2020
EV002336,Aurex,Lumen LR,BEV,77,150,2026
EV002337,Marden,Ridge XL,BEV,105,250,2023
EV002338,Vantor,Arc,BEV,64,135,2023
EV002339,Aurex,Lumen LR,BEV,77,150,2023
EV002340,Selva,Corta PHV,PHEV,9,4,2025
EV002341,Aurex,Lumen LR,BEV,77,150,2022
EV002342,Marden,Ridge XL,BEV,105,250,2024
EV002343,Vantor,Arc,BEV,64,135,2022
EV002344,Selva,Corta+,BEV,52,100,2023
EV002345,Vantor,Arc,BEV,64,135,2021
EV002346,Vantor,Arc GT,BEV,91,220,2022
EV002347,Vantor,Arc PHV,PHEV,11,7,2019
EV002348,Vantor,Arc PHV,PHEV,11,7,2020
EV002349,Aurex,Lumen LR,BEV,77,150,2019
EV002350,Marden,Ridge,BEV,82,175,2021
EV002351,Aurex,Lumen LR,BEV,77,150,2020
EV002352,Vantor,Arc,BEV,64,135,2019
EV002353,Aurex,Lumen,BEV,58,120,2026
EV002354,Selva,Corta+,BEV,52,100,2021
EV002355,Marden,Ridge,BEV,82,175,2024
EV002356,Marden,Ridge,BEV,82,175,2024
EV002357,Marden,Ridge XL,BEV,105,250,2019
EV002358,Vantor,Arc GT,BEV,91,220,2023
EV002359,Aurex,Lumen LR,BEV,77,150,2023
EV002360,Aurex,Lumen,BEV,58,120,2023
EV002361,Selva,Corta,BEV,42,85,2024
EV002362,Vantor,Arc PHV,PHEV,11,7,2023
EV002363,Selva,Corta,BEV,42,85,2025
EV002364,Selva,Corta+,BEV,52,100,2026
EV002365,Vantor,Arc PHV,PHEV,11,7,2024
EV002366,Marden,Ridge XL,BEV,105,250,2025
EV002367,Marden,Ridge,BEV,82,175,2022
EV002368,Selva,Corta+,BEV,52,100,2021
EV002369,Vantor,Arc,BEV,64,135,2026
EV002370,Marden,Ridge,BEV,82,175,2023
EV002371,Vantor,Arc GT,BEV,91,220,2026
EV002372,Marden,Ridge,BEV,82,175,2026
EV002373,Vantor,Arc,BEV,64,135,2022
EV002374,Selva,Corta PHV,PHEV,9,4,2021
EV002375,Aurex,Lumen LR,BEV,77,150,2020
EV002376,Marden,Ridge XL,BEV,105,250,2024
EV002377,Aurex,Lumen PHV,PHEV,14,7,2019
EV002378,Aurex,Lumen LR,BEV,77,150,2024
EV002379,Marden,Ridge XL,BEV,105,250,2021
EV002380,Selva,Corta+,BEV,52,100,2024
EV002381,Selva,Corta+,BEV,52,100,2021
EV002382,Vantor,Arc,BEV,64,135,2023
EV002383,Vantor,Arc GT,BEV,91,220,2026
EV002384,Vantor,Arc,BEV,64,135,2024
EV002385,Selva,Corta,BEV,42,85,2019
EV002386,Selva,Corta+,BEV,52,100,2022
EV002387,Marden,Ridge,BEV,82,175,2023
EV002388,Marden,Ridge,BEV,82,175,2026
EV002389,Vantor,Arc GT,BEV,91,220,2023
EV002390,Vantor,Arc GT,BEV,91,220,2023
EV002391,Marden,Ridge XL,BEV,105,250,2021
EV002392,Marden,Ridge PHV,PHEV,18,7,2021
EV002393,Vantor,Arc,BEV,64,135,2022
EV002394,Vantor,Arc GT,BEV,91,220,2024
EV002395,Vantor,Arc,BEV,64,135,2025
EV002396,Marden,Ridge PHV,PHEV,18,7,2024
EV002397,Aurex,Lumen,BEV,58,120,2020
EV002398,Aurex,Lumen PHV,PHEV,14,7,2026
EV002399,Marden,Ridge XL,BEV,105,250,2024
EV002400,Vantor,Arc GT,BEV,91,220,2024
EV002401,Marden,Ridge,BEV,82,175,2025
EV002402,Vantor,Arc GT,BEV,91,220,2023
EV002403,Selva,Corta+,BEV,52,100,2025
EV002404,Vantor,Arc GT,BEV,91,220,2021
EV002405,Vantor,Arc PHV,PHEV,11,7,2026
EV002406,Selva,Corta,BEV,42,85,2022
EV002407,Marden,Ridge XL,BEV,105,250,2024
EV002408,Selva,Corta+,BEV,52,100,2021
EV002409,Vantor,Arc GT,BEV,91,220,2023
EV002410,Selva,Corta PHV,PHEV,9,4,2023
EV002411,Aurex,Lumen LR,BEV,77,150,2019
EV002412,Vantor,Arc PHV,PHEV,11,7,2025
EV002413,Marden,Ridge PHV,PHEV,18,7,2025
EV002414,Marden,Ridge XL,BEV,105,250,2023
EV002415,Selva,Corta+,BEV,52,100,2024
EV002416,Selva,Corta+,BEV,52,100,2020
EV002417,Vantor,Arc PHV,PHEV,11,7,2024
EV002418,Vantor,Arc GT,BEV,91,220,2019
EV002419,Marden,Ridge XL,BEV,105,250,2020
EV002420,Marden,Ridge XL,BEV,105,250,2026
EV002421,Marden,Ridge XL,BEV,105,250,2026
EV002422,Selva,Corta,BEV,42,85,2021
EV002423,Marden,Ridge,BEV,82,175,2025
EV002424,Aurex,Lumen,BEV,58,120,2024
EV002425,Aurex,Lumen,BEV,58,120,2025
EV002426,Aurex,Lumen,BEV,58,120,2026
EV002427,Marden,Ridge,BEV,82,175,2021
EV002428,Vantor,Arc GT,BEV,91,220,2026
EV002429,Vantor,Arc PHV,PHEV,11,7,2023
EV002430,Aurex,Lumen,BEV,58,120,2023
EV002431,Aurex,Lumen LR,BEV,77,150,2022
EV002432,Marden,Ridge XL,BEV,105,250,2026
EV002433,Vantor,Arc GT,BEV,91,220,2026
EV002434,Vantor,Arc,BEV,64,135,2022
EV002435,Marden,Ridge XL,BEV,105,250,2020
EV002436,Vantor,Arc,BEV,64,135,2026
EV002437,Marden,Ridge PHV,PHEV,18,7,2020
EV002438,Vantor,Arc,BEV,64,135,2024
EV002439,Marden,Ridge XL,BEV,105,250,2022
EV002440,Selva,Corta,BEV,42,85,2019
EV002441,Selva,Corta PHV,PHEV,9,4,2026
EV002442,Vantor,Arc,BEV,64,135,2025
EV002443,Vantor,Arc PHV,PHEV,11,7,2021
EV002444,Vantor,Arc,BEV,64,135,2020
EV002445,Selva,Corta,BEV,42,85,2023
EV002446,Selva,Corta+,BEV,52,100,2026
EV002447,Selva,Corta+,BEV,52,100,2021
EV002448,Marden,Ridge,BEV,82,175,2019
EV002449,Marden,Ridge,BEV,82,175,2020
EV002450,Vantor,Arc,BEV,64,135,2025
EV002451,Aurex,Lumen,BEV,58,120,2026
EV002452,Marden,Ridge,BEV,82,175,2020
EV002453,Selva,Corta+,BEV,52,100,2019
EV002454,Selva,Corta+,BEV,52,100,2023
EV002455,Selva,Corta,BEV,42,85,2023
EV002456,Vantor,Arc PHV,PHEV,11,7,2021
EV002457,Vantor,Arc,BEV,64,135,2020
EV002458,Vantor,Arc PHV,PHEV,11,7,2026
EV002459,Aurex,Lumen LR,BEV,77,150,2025
EV002460,Marden,Ridge,BEV,82,175,2021
EV002461,Selva,Corta PHV,PHEV,9,4,2020
EV002462,Aurex,Lumen LR,BEV,77,150,2024
EV002463,Marden,Ridge XL,BEV,105,250,2022
EV002464,Vantor,Arc,BEV,64,135,2026
EV002465,Aurex,Lumen,BEV,58,120,2025
EV002466,Vantor,Arc GT,BEV,91,220,2019
EV002467,Marden,Ridge,BEV,82,175,2021
EV002468,Vantor,Arc,BEV,64,135,2024
EV002469,Selva,Corta PHV,PHEV,9,4,2019
EV002470,Aurex,Lumen,BEV,58,120,2019
EV002471,Vantor,Arc,BEV,64,135,2021
EV002472,Vantor,Arc GT,BEV,91,220,2025
EV002473,Vantor,Arc GT,BEV,91,220,2026
EV002474,Vantor,Arc,BEV,64,135,2025
EV002475,Aurex,Lumen,BEV,58,120,2020
EV002476,Aurex,Lumen LR,BEV,77,150,2020
EV002477,Vantor,Arc,BEV,64,135,2020
EV002478,Marden,Ridge,BEV,82,175,2026
EV002479,Vantor,Arc GT,BEV,91,220,2024
EV002480,Marden,Ridge,BEV,82,175,2022
EV002481,Selva,Corta,BEV,42,85,2023
EV002482,Vantor,Arc GT,BEV,91,220,2021
EV002483,Aurex,Lumen LR,BEV,77,150,2024
EV002484,Vantor,Arc,BEV,64,135,2026
EV002485,Aurex,Lumen PHV,PHEV,14,7,2024
EV002486,Selva,Corta,BEV,42,85,2022
EV002487,Vantor,Arc,BEV,64,135,2021
EV002488,Vantor,Arc,BEV,64,135,2020
EV002489,Aurex,Lumen PHV,PHEV,14,7,2025
EV002490,Marden,Ridge,BEV,82,175,2021
EV002491,Marden,Ridge,BEV,82,175,2022
EV002492,Marden,Ridge XL,BEV,105,250,2026
EV002493,Vantor,Arc,BEV,64,135,2026
EV002494,Marden,Ridge,BEV,82,175,2026
EV002495,Aurex,Lumen,BEV,58,120,2019
EV002496,Marden,Ridge,BEV,82,175,2022
EV002497,Vantor,Arc,BEV,64,135,2022
EV002498,Marden,Ridge,BEV,82,175,2022
EV002499,Vantor,Arc,BEV,64,135,2023
EV002500,Vantor,Arc GT,BEV,91,220,2023
EV002501,Marden,Ridge,BEV,82,175,2023
EV002502,Selva,Corta PHV,PHEV,9,4,2025
EV002503,Vantor,Arc GT,BEV,91,220,2024
EV002504,Aurex,Lumen LR,BEV,77,150,2019
EV002505,Aurex,Lumen LR,BEV,77,150,2021
EV002506,Marden,Ridge,BEV,82,175,2025
EV002507,Aurex,Lumen PHV,PHEV,14,7,2025
EV002508,Aurex,Lumen,BEV,58,120,2026
EV002509,Vantor,Arc GT,BEV,91,220,2023
EV002510,Aurex,Lumen LR,BEV,77,150,2022
EV002511,Selva,Corta PHV,PHEV,9,4,2026
EV002512,Aurex,Lumen LR,BEV,77,150,2022
EV002513,Aurex,Lumen,BEV,58,120,2020
EV002514,Marden,Ridge XL,BEV,105,250,2026
EV002515,Marden,Ridge PHV,PHEV,18,7,2022
EV002516,Marden,Ridge XL,BEV,105,250,2022
EV002517,Aurex,Lumen LR,BEV,77,150,2025
EV002518,Vantor,Arc GT,BEV,91,220,2022
EV002519,Selva,Corta,BEV,42,85,2026
EV002520,Aurex,Lumen PHV,PHEV,14,7,2025
EV002521,Marden,Ridge,BEV,82,175,2020
EV002522,Aurex,Lumen,BEV,58,120,2022
EV002523,Selva,Corta,BEV,42,85,2019
EV002524,Marden,Ridge XL,BEV,105,250,2024
EV002525,Selva,Corta,BEV,42,85,2022
EV002526,Marden,Ridge,BEV,82,175,2021
EV002527,Marden,Ridge PHV,PHEV,18,7,2019
EV002528,Marden,Ridge PHV,PHEV,18,7,2024
EV002529,Marden,Ridge XL,BEV,105,250,2019
EV002530,Selva,Corta+,BEV,52,100,2021
EV002531,Vantor,Arc,BEV,64,135,2023
EV002532,Aurex,Lumen LR,BEV,77,150,2025
EV002533,Aurex,Lumen LR,BEV,77,150,2021
EV002534,Selva,Corta+,BEV,52,100,2022
EV002535,Marden,Ridge XL,BEV,105,250,2025
EV002536,Marden,Ridge XL,BEV,105,250,2026
EV002537,Vantor,Arc PHV,PHEV,11,7,2025
EV002538,Vantor,Arc,BEV,64,135,2023
EV002539,Vantor,Arc GT,BEV,91,220,2020
EV002540,Aurex,Lumen LR,BEV,77,150,2025
EV002541,Selva,Corta+,BEV,52,100,2025
EV002542,Selva,Corta PHV,PHEV,9,4,2022
EV002543,Marden,Ridge,BEV,82,175,2024
EV002544,Selva,Corta,BEV,42,85,2024
EV002545,Aurex,Lumen LR,BEV,77,150,2020
EV002546,Marden,Ridge XL,BEV,105,250,2021
EV002547,Aurex,Lumen PHV,PHEV,14,7,2025
EV002548,Marden,Ridge XL,BEV,105,250,2023
EV002549,Vantor,Arc,BEV,64,135,2019
EV002550,Vantor,Arc GT,BEV,91,220,2024
EV002551,Selva,Corta+,BEV,52,100,2022
EV002552,Vantor,Arc PHV,PHEV,11,7,2020
EV002553,Vantor,Arc,BEV,64,135,2020
EV002554,Vantor,Arc GT,BEV,91,220,2023
EV002555,Aurex,Lumen,BEV,58,120,2021
EV002556,Aurex,Lumen,BEV,58,120,2026
EV002557,Vantor,Arc,BEV,64,135,2021
EV002558,Marden,Ridge XL,BEV,105,250,2020
EV002559,Marden,Ridge,BEV,82,175,2019
EV002560,Selva,Corta,BEV,42,85,2022
EV002561,Vantor,Arc GT,BEV,91,220,2020
EV002562,Vantor,Arc,BEV,64,135,2025
EV002563,Marden,Ridge XL,BEV,105,250,2024
EV002564,Selva,Corta,BEV,42,85,2022
EV002565,Aurex,Lumen,BEV,58,120,2026
EV002566,Selva,Corta+,BEV,52,100,2019
EV002567,Marden,Ridge PHV,PHEV,18,7,2020
EV002568,Aurex,Lumen,BEV,58,120,2023
EV002569,Marden,Ridge PHV,PHEV,18,7,2020
EV002570,Aurex,Lumen,BEV,58,120,2022
EV002571,Vantor,Arc,BEV,64,135,2019
EV002572,Marden,Ridge PHV,PHEV,18,7,2026
EV002573,Marden,Ridge PHV,PHEV,18,7,2025
EV002574,Aurex,Lumen LR,BEV,77,150,2024
EV002575,Marden,Ridge,BEV,82,175,2026
EV002576,Selva,Corta+,BEV,52,100,2025
EV002577,Vantor,Arc GT,BEV,91,220,2021
EV002578,Marden,Ridge XL,BEV,105,250,2021
EV002579,Selva,Corta+,BEV,52,100,2023
EV002580,Vantor,Arc,BEV,64,135,2026
EV002581,Selva,Corta,BEV,42,85,2021
EV002582,Marden,Ridge,BEV,82,175,2025
EV002583,Selva,Corta+,BEV,52,100,2026
EV002584,Selva,Corta,BEV,42,85,2019
EV002585,Marden,Ridge,BEV,82,175,2021
EV002586,Aurex,Lumen LR,BEV,77,150,2024
EV002587,Aurex,Lumen,BEV,58,120,2021
EV002588,Aurex,Lumen,BEV,58,120,2026
EV002589,Selva,Corta+,BEV,52,100,2022
EV002590,Vantor,Arc GT,BEV,91,220,2024
EV002591,Marden,Ridge XL,BEV,105,250,2021
EV002592,Marden,Ridge PHV,PHEV,18,7,2026
EV002593,Aurex,Lumen LR,BEV,77,150,2023
EV002594,Vantor,Arc GT,BEV,91,220,2021
EV002595,Vantor,Arc GT,BEV,91,220,2026
EV002596,Selva,Corta+,BEV,52,100,2023
EV002597,Vantor,Arc PHV,PHEV,11,7,2022
EV002598,Selva,Corta+,BEV,52,100,2023
EV002599,Vantor,Arc,BEV,64,135,2021
EV002600,Marden,Ridge,BEV,82,175,2021
EV002601,Vantor,Arc GT,BEV,91,220,2020
EV002602,Selva,Corta+,BEV,52,100,2025
EV002603,Aurex,Lumen,BEV,58,120,2021
EV002604,Selva,Corta+,BEV,52,100,2022
EV002605,Selva,Corta,BEV,42,85,2024
EV002606,Selva,Corta+,BEV,52,100,2024
EV002607,Selva,Corta+,BEV,52,100,2020
EV002608,Selva,Corta+,BEV,52,100,2025
EV002609,Marden,Ridge,BEV,82,175,2026
EV002610,Aurex,Lumen LR,BEV,77,150,2024
EV002611,Marden,Ridge,BEV,82,175,2024
EV002612,Selva,Corta+,BEV,52,100,2019
EV002613,Marden,Ridge,BEV,82,175,2022
EV002614,Vantor,Arc GT,BEV,91,220,2019
EV002615,Aurex,Lumen,BEV,58,120,2019
EV002616,Vantor,Arc PHV,PHEV,11,7,2025
EV002617,Marden,Ridge XL,BEV,105,250,2020
EV002618,Marden,Ridge PHV,PHEV,18,7,2024
EV002619,Selva,Corta,BEV,42,85,2021
EV002620,Aurex,Lumen PHV,PHEV,14,7,2020
EV002621,Aurex,Lumen PHV,PHEV,14,7,2025
EV002622,Selva,Corta+,BEV,52,100,2020
EV002623,Aurex,Lumen PHV,PHEV,14,7,2026
EV002624,Marden,Ridge XL,BEV,105,250,2022
EV002625,Aurex,Lumen,BEV,58,120,2026
EV002626,Aurex,Lumen LR,BEV,77,150,2020
EV002627,Vantor,Arc GT,BEV,91,220,2025
EV002628,Selva,Corta,BEV,42,85,2026
EV002629,Marden,Ridge,BEV,82,175,2025
EV002630,Selva,Corta+,BEV,52,100,2020
EV002631,Aurex,Lumen PHV,PHEV,14,7,2022
EV002632,Marden,Ridge XL,BEV,105,250,2026
EV002633,Aurex,Lumen,BEV,58,120,2019
EV002634,Vantor,Arc GT,BEV,91,220,2024
EV002635,Aurex,Lumen PHV,PHEV,14,7,2023
EV002636,Marden,Ridge,BEV,82,175,2023
EV002637,Aurex,Lumen,BEV,58,120,2023
EV002638,Selva,Corta+,BEV,52,100,2024
EV002639,Aurex,Lumen LR,BEV,77,150,2025
EV002640,Selva,Corta,BEV,42,85,2024
EV002641,Marden,Ridge PHV,PHEV,18,7,2019
EV002642,Aurex,Lumen,BEV,58,120,2021
EV002643,Marden,Ridge XL,BEV,105,250,2023
EV002644,Selva,Corta,BEV,42,85,2022
EV002645,Marden,Ridge PHV,PHEV,18,7,2023
EV002646,Marden,Ridge XL,BEV,105,250,2019
EV002647,Aurex,Lumen,BEV,58,120,2023
EV002648,Selva,Corta+,BEV,52,100,2019
EV002649,Marden,Ridge XL,BEV,105,250,2019
